,Fund_Ticker,Status,TTM_Yield_in_percent,PortfolioMktValue_in_millions,TotalAssets_in_millions,ExpenseRatio_in_percent,Net Expense Ratio %,Gross Expense Ratio %,Turnover_in_percent,Yield_in_percent,Status,FeeLevel,Fund_Manager,Manager_Start_Date,Fund_Inception,MorningstarCategory,InvestmentStyle,FeeLevel,Load,Max Front Load %,Max Back Load %,Return
973,BRACX,Open,3.86,16800.0,351.6,0.00,0.00*,0.15,43,--,Open,Low,Matthew Marra,2011-09-30 00:00:00,10/01/2004,Corporate Bond,--,Low,None,,,5.93
974,BRAMX,Open,2.01,16800.0,461.4,0.00,0.02*,0.18,"1,879",--,Open,Low,Matthew Kraeger,2012-02-22 00:00:00,10/01/2004,Intermediate-Term Bond,--,Low,None,,,4.94
975,BATPX,Open,0.00,16800.0,299.5,0.00,0.02*,0.16,6,--,Open,Low,Thomas F. Musmanno,2013-03-20 00:00:00,03/20/2013,Nontraditional Bond,--,Low,None,,,-0.33
976,BRASX,Open,2.69,16800.0,241.2,0.00,0.00*,0.21,239,--,Open,Low,Michael Heilbronn,2012-11-14 00:00:00,10/01/2004,Corporate Bond,--,Low,None,,,4.12
977,MACPX,Open,1.92,16800.0,969.8,0.63,0.66*,0.98,--,0.00,Open,Low,Bob Miller,2011-10-17 00:00:00,11/08/1973,Moderate Allocation,Large Blend,Low,None,,,9.97
978,MABAX,Open,1.33,16800.0,4300.0,0.54,0.54,0.54,47,--,Open,Low,Bartlett R. Geer,2012-10-26 00:00:00,07/01/1977,Large Value,Large Value,Low,None,,,12.11
979,WFBIX,Open,1.69,16800.0,212.7,0.20,0.12*,0.14,417,1.71,Open,Low,James Mauro,2011-04-29 00:00:00,07/02/1993,Intermediate-Term Bond,High/Moderate,Low,None,,,5.5
980,MBCMX,Closed,3.00,16800.0,606.7,1.22,1.22,1.30,33,0.98,Closed,Low,Theodore R. Jaeckel Jr.,2006-12-22 00:00:00,09/30/1985,Muni California Long,Mid/Limited,Low,4.00,,4.00,6.02
981,MDFGX,Open,0.00,16800.0,3800.0,1.07,1.09,1.09,100,0.00,Open,Below Average,Lawrence G. Kemp,2013-01-01 00:00:00,12/31/1997,Large Growth,Large Growth,Below Average,5.25,5.25,,5.53
982,BCSAX,Open,0.00,16800.0,419.7,1.50,1.50*,1.78,71,0.00,Open,Above Average,Ricardo Fernandez,2014-06-02 00:00:00,10/03/2011,Commodities Broad Basket,Large Value,Above Average,5.25,5.25,,-4.09
983,BACPX,Open,2.07,16800.0,108.7,0.99,0.99*,1.21,46,0.00,Open,Below Average,Philip J. Green,2007-12-31 00:00:00,12/21/2006,Conservative Allocation,Large Blend,Below Average,5.25,5.25,,4.91
984,BFMCX,Open,2.98,16800.0,3000.0,0.56,0.45*,0.63,702,2.09,Open,Average,Bob Miller,2011-10-17 00:00:00,12/09/1992,Intermediate-Term Bond,High/Moderate,Average,None,,,5.75
985,BCRIX,Open,2.53,16800.0,188.3,0.34,0.34*,0.36,986,2.26,Open,Low,Karen Uyehara,2012-05-01 00:00:00,02/28/2011,Intermediate-Term Bond,Mid/Moderate,Low,None,,,4.01
986,BDSAX,Open,1.06,16800.0,7.3,0.95,0.95*,7.17,145,--,Open,Low,Ali Jahansouz,2013-03-14 00:00:00,03/14/2013,Small Blend,Small Blend,Low,5.25,5.25,,11.12
987,BAEDX,Open,4.52,16800.0,65.2,1.25,1.27*,1.48,214,4.48,Open,Average,Michal Wozniak,2014-01-02 00:00:00,02/01/2008,Emerging Markets Bond,Mid/Moderate,Average,4.00,4.00,,4.27
988,BEEAX,Open,0.77,16800.0,54.3,1.65,1.77*,2.64,12,--,Open,Below Average,Gerardo RodrÃ­guez Mesonero,2014-08-21 00:00:00,05/16/2013,Diversified Emerging Mkts,Large Value,Below Average,5.25,5.25,,-5.39
989,BACHX,Open,3.87,16800.0,5.2,1.76,1.76*,8.34,71,--,Open,High,Luiz Soares,2013-08-16 00:00:00,04/29/2011,Diversified Emerging Mkts,Large Growth,High,5.25,5.25,,-3.88
990,BLSAX,Open,0.00,16800.0,533.7,1.94,2.18*,2.19,--,--,Open,Average,Jeff Shen,2011-10-06 00:00:00,10/06/2011,Market Neutral,Large Blend,Average,5.25,5.25,,-0.41
991,MADCX,Open,0.52,16800.0,874.5,1.29,1.29,1.29,71,--,Open,Average,Luiz Soares,2012-02-28 00:00:00,09/01/1989,Diversified Emerging Mkts,Large Growth,Average,None,,,7.36
992,SSGRX,Open,0.00,16800.0,433.5,1.31,1.34,1.34,56,0.00,Open,Below Average,Robin Batchelor,2013-03-11 00:00:00,03/02/1990,Equity Energy,Mid Growth,Below Average,5.25,5.25,,9.7
993,MBDVX,Closed,0.85,16800.0,29700.0,1.71,1.71,1.71,6,0.68,Closed,Below Average,Tony DeSpirito,2014-08-04 00:00:00,11/25/1987,Large Value,Large Value,Below Average,4.50,,4.50,9.11
994,MAEFX,Open,1.31,16800.0,441.1,1.02,1.02,1.02,129,--,Open,Below Average,Zehrid Osmani,2010-12-24 00:00:00,10/26/1988,Europe Stock,Large Blend,Below Average,None,,,9.04
995,STSEX,Open,1.47,16800.0,193.7,1.07,0.62*,0.68,2,0.00,Open,Above Average,Lawrence G. Kemp,2013-01-01 00:00:00,12/17/1976,Large Blend,Large Blend,Above Average,None,,,10.63
996,BMCAX,Open,1.14,16800.0,595.7,1.29,1.32*,1.46,102,0.00,Open,Above Average,Timothy Keefe,2012-07-31 00:00:00,08/26/1986,Large Blend,Large Blend,Above Average,5.25,5.25,,9.69
997,BFRAX,Open,4.06,16800.0,2200.0,0.97,1.05,1.05,87,4.17,Open,Below Average,James Keenan,2010-07-07 00:00:00,11/03/1989,Bank Loan,Low/Limited,Below Average,2.50,2.50,,4.94
998,MDFOX,Open,0.00,16800.0,77.7,1.49,1.63*,1.83,130,--,Open,High,Lawrence G. Kemp,2013-01-01 00:00:00,03/03/2000,Large Growth,Large Growth,High,5.25,5.25,,-6.67
999,MBLOX,Closed,0.38,16800.0,57300.0,1.86,1.96,1.96,50,--,Closed,Below Average,Aldo Roldan,2006-10-02 00:00:00,02/03/1989,World Allocation,Large Blend,Below Average,4.50,,4.50,9.48
1000,BABDX,Open,3.04,16800.0,2400.0,1.03,1.04,1.04,14,--,Open,Low,James Bristow,2013-01-01 00:00:00,04/07/2008,World Stock,Large Blend,Low,5.25,5.25,,5.22
1001,BGCAX,Open,0.73,16800.0,6700.0,1.32,1.39,1.96,207,1.59,Open,Above Average,Joshua Tarnow,2011-09-30 00:00:00,09/30/2011,Nontraditional Bond,--,Above Average,4.00,4.00,,2.55
1002,BDMAX,Open,0.00,16800.0,1600.0,1.89,2.15,2.15,--,--,Open,Average,Raffaele Savi,2012-12-20 00:00:00,12/20/2012,Market Neutral,Mid Blend,Average,5.25,5.25,,8.68
1003,BROAX,Open,0.00,16800.0,318.2,1.33,1.33*,1.48,99,0.00,Open,Average,Nigel Hart,2012-06-18 00:00:00,01/31/2006,World Stock,Large Growth,Average,5.25,5.25,,4.34
1004,MDGCX,Open,0.62,16800.0,1100.0,1.37,1.37,1.37,77,--,Open,Average,John D. Coyle,2005-03-04 00:00:00,08/05/1994,World Stock,Small Blend,Average,5.25,5.25,,9.38
1005,BGPAX,Open,2.03,16800.0,754.9,0.92,1.06,1.09,"1,258",1.13,Open,Average,Matthew Kraeger,2009-12-31 00:00:00,05/18/1998,Intermediate Government,High/Moderate,Average,4.00,4.00,,4.89
1006,BAGPX,Open,1.22,16800.0,94.4,1.06,1.06*,1.34,69,0.00,Open,Low,Philip J. Green,2007-12-31 00:00:00,12/21/2006,Aggressive Allocation,Large Blend,Low,5.25,5.25,,5.13
1007,SHSAX,Open,0.06,16800.0,4800.0,1.19,1.22,1.22,57,0.00,Open,Low,Erin Xie,2003-07-31 00:00:00,12/21/1999,Health,Large Growth,Low,5.25,5.25,,15.56
1008,BHYAX,Open,5.32,16800.0,14900.0,0.92,0.92*,0.98,87,4.65,Open,Low,David Delbos,2014-03-20 00:00:00,11/19/1998,High Yield Bond,Low/Limited,Low,4.00,4.00,,7.35
1009,MDYHX,Open,4.17,16800.0,563.4,0.94,0.95,1.02,40,3.49,Open,High,Walter O'Connor,2006-12-06 00:00:00,08/01/2006,High Yield Muni,Low/Moderate,High,4.25,4.25,,3.49
1010,BPRAX,Open,1.74,16800.0,2500.0,0.76,0.85*,0.99,66,2.26,Open,Below Average,Gargi Pal Chaudhuri,2014-06-27 00:00:00,06/28/2004,Inflation-Protected Bond,High/Extensive,Below Average,4.00,4.00,,4.57
1011,MAIIX,Open,2.44,16800.0,2200.0,0.35,0.14*,0.19,8,--,Open,Low,Alan Mason,2014-02-04 00:00:00,04/09/1997,Foreign Large Blend,Large Blend,Low,None,,,5.27
1012,MDILX,Open,1.55,16800.0,653.6,1.38,1.38*,1.56,128,--,Open,Average,Gareth Williams,2011-02-28 00:00:00,10/30/1998,Foreign Large Blend,Large Blend,Average,5.25,5.25,,3.11
1013,BREAX,Open,0.12,16800.0,1400.0,1.50,1.42*,1.52,138,0.00,Open,Above Average,Nigel Hart,2012-06-18 00:00:00,09/26/1997,Foreign Large Blend,Large Growth,Above Average,5.25,5.25,,11.77
1014,BLADX,Open,2.70,16800.0,67.8,0.90,0.90*,1.16,70,2.16,Open,Below Average,Jeffrey Cucunato,2009-12-31 00:00:00,10/19/2007,Corporate Bond,Mid/Moderate,Below Average,4.00,4.00,,6.94
1015,MDLRX,Open,0.00,16800.0,1800.0,1.14,1.14*,1.26,40,--,Open,Below Average,Peter C. Stournaras,2010-10-08 00:00:00,12/22/1999,Large Blend,Large Blend,Below Average,5.25,5.25,,5.18
1016,BALPX,Open,0.00,16800.0,37.4,1.65,1.66*,2.66,44,--,Open,High,Peter C. Stournaras,2010-10-08 00:00:00,12/19/2007,Large Blend,Large Blend,High,5.25,5.25,,4.88
1017,MKLRX,Open,2.62,16800.0,2.2,0.50,0.59,0.59,40,--,Open,Below Average,Peter C. Stournaras,2010-10-08 00:00:00,01/03/2008,Large Blend,Large Blend,Below Average,None,,,5.36
1018,MDLHX,Open,0.00,16800.0,1200.0,1.23,1.26,1.26,49,--,Open,Above Average,Peter C. Stournaras,2010-10-08 00:00:00,12/22/1999,Large Growth,Large Growth,Above Average,5.25,5.25,,3.44
1019,MKLHX,Open,0.18,16800.0,1.1,0.74,0.68*,2.84,49,--,Open,Below Average,Peter C. Stournaras,2010-10-08 00:00:00,01/03/2008,Large Growth,Large Growth,Below Average,None,,,7.77
1020,MDLVX,Open,0.00,16800.0,827.9,1.17,1.26,1.26,32,--,Open,Average,Peter C. Stournaras,2010-10-08 00:00:00,12/22/1999,Large Value,Large Value,Average,5.25,5.25,,6.78
1021,MKLVX,Open,0.59,16800.0,169.8,0.67,0.67*,0.68,32,--,Open,Below Average,Peter C. Stournaras,2010-10-08 00:00:00,01/03/2008,Large Value,Large Value,Below Average,None,,,4.10
1022,MDLTX,Open,0.67,16800.0,283.2,1.53,1.53,1.53,66,--,Open,Low,William Landers,2002-09-30 00:00:00,09/27/1991,Latin America Stock,Large Growth,Low,5.25,5.25,,9.55
1023,STLCX,Open,1.45,16800.0,921.3,1.05,0.85*,1.16,19,--,Open,High,Amy Whitelaw,2010-05-01 00:00:00,03/01/1994,Target Date 2016-2020,Large Blend,High,None,,,6.93
1024,LPBAX,Open,1.29,16800.0,70.3,1.00,1.10*,1.50,30,--,Open,Above Average,Amy Whitelaw,2010-06-30 00:00:00,06/30/2010,Target Date 2021-2025,Large Blend,Above Average,5.25,5.25,,8.87
1025,STLDX,Open,1.57,16800.0,856.8,1.00,0.85*,1.17,22,--,Open,High,Amy Whitelaw,2010-05-01 00:00:00,03/01/1994,Target Date 2026-2030,Large Blend,High,None,,,7.32
1026,LPJAX,Open,1.37,16800.0,60.8,1.00,1.10*,1.53,39,--,Open,Average,Amy Whitelaw,2010-06-30 00:00:00,06/30/2010,Target Date 2031-2035,Large Blend,Average,5.25,5.25,,10.42
1027,STLEX,Open,1.63,16800.0,738.5,1.04,0.85*,1.18,26,--,Open,High,Amy Whitelaw,2010-05-01 00:00:00,03/01/1994,Target Date 2036-2040,Large Blend,High,None,,,7.56
1028,LPHAX,Open,1.46,16800.0,37.5,0.99,1.10*,1.66,38,--,Open,Below Average,Amy Whitelaw,2010-06-30 00:00:00,06/30/2010,Target Date 2041-2045,Large Blend,Below Average,5.25,5.25,,11.87
1029,LPRFX,Open,1.56,16800.0,189.4,1.31,1.10*,1.44,28,--,Open,High,Amy Whitelaw,2010-05-01 00:00:00,06/30/2008,Target Date 2046-2050,Large Blend,High,5.25,5.25,,4.28
1030,LPVAX,Open,1.51,16800.0,14.3,0.99,1.10*,2.18,67,--,Open,Average,Amy Whitelaw,2010-06-30 00:00:00,06/30/2010,Target Date 2051+,Large Blend,Average,5.25,5.25,,12.54
1031,BAPBX,Open,2.12,16800.0,24.4,0.83,0.83*,1.86,97,0.00,Open,Low,Philip J. Green,2007-04-20 00:00:00,04/20/2007,Target Date 2011-2015,Large Blend,Low,5.25,5.25,,4.06
1032,BAPCX,Open,2.46,16800.0,33.1,0.87,0.87*,1.76,91,0.00,Open,Low,Philip J. Green,2007-04-20 00:00:00,04/20/2007,Target Date 2016-2020,Large Blend,Low,5.25,5.25,,3.98
1033,BAPDX,Open,1.94,16800.0,30.6,0.90,0.90*,1.82,83,0.00,Open,Below Average,Philip J. Green,2007-04-20 00:00:00,04/20/2007,Target Date 2021-2025,Large Blend,Below Average,5.25,5.25,,3.91
1034,BAPEX,Open,2.19,16800.0,30.7,0.93,0.93*,1.83,92,0.00,Open,Below Average,Philip J. Green,2007-04-20 00:00:00,04/20/2007,Target Date 2026-2030,Large Blend,Below Average,5.25,5.25,,3.55
1035,BAPGX,Open,1.70,16800.0,21.4,0.96,0.96*,2.54,104,0.00,Open,Below Average,Philip J. Green,2007-04-20 00:00:00,04/20/2007,Target Date 2031-2035,Large Blend,Below Average,5.25,5.25,,3.17
1036,BAPHX,Open,1.80,16800.0,21.6,0.98,0.98*,2.28,102,0.00,Open,Below Average,Philip J. Green,2007-04-20 00:00:00,04/20/2007,Target Date 2036-2040,Large Blend,Below Average,5.25,5.25,,3.49
1037,BAPJX,Open,1.69,16800.0,13.6,1.00,1.00*,3.31,101,0.00,Open,Below Average,Philip J. Green,2007-04-20 00:00:00,04/20/2007,Target Date 2041-2045,Large Blend,Below Average,5.25,5.25,,3.74
1038,BAPKX,Open,1.62,16800.0,12.7,1.02,1.02*,3.94,93,0.00,Open,Below Average,Philip J. Green,2007-04-20 00:00:00,04/20/2007,Target Date 2046-2050,Large Blend,Below Average,5.25,5.25,,3.24
1039,BAPLX,Open,2.04,16800.0,2.7,1.03,1.03*,7.04,45,--,Open,Average,Philip J. Green,2013-02-28 00:00:00,02/28/2013,Target Date 2051+,Large Blend,Average,5.25,5.25,,9.72
1040,LIQIX,Open,1.98,16800.0,849.8,0.18,0.22*,0.30,12,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Target Date 2016-2020,Large Blend,Low,None,,,6.72
1041,LIBIX,Open,1.98,16800.0,506.5,0.17,0.23*,0.33,13,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Target Date 2021-2025,Large Blend,Low,None,,,7.19
1042,LINIX,Open,2.15,16800.0,794.8,0.19,0.24*,0.32,12,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Target Date 2026-2030,Large Blend,Low,None,,,7.67
1043,LIJIX,Open,2.14,16800.0,403.7,0.18,0.24*,0.36,12,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Target Date 2031-2035,Large Blend,Low,None,,,8.01
1044,LIKIX,Open,2.28,16800.0,533.6,0.20,0.25*,0.36,12,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Target Date 2036-2040,Large Blend,Low,None,,,8.36
1045,LIHIX,Open,2.28,16800.0,223.6,0.20,0.25*,0.45,12,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Target Date 2041-2045,Large Blend,Low,None,,,8.57
1046,LIPIX,Open,2.34,16800.0,225.7,0.20,0.26*,0.46,12,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Target Date 2046-2050,Large Blend,Low,None,,,8.88
1047,LIVIX,Open,2.40,16800.0,58.3,0.20,0.26*,1.07,15,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Target Date 2051+,Large Blend,Low,None,,,9.16
1048,LIRIX,Open,1.82,16800.0,419.3,0.18,0.21*,0.30,18,--,Open,Low,Amy Whitelaw,2011-05-31 00:00:00,05/31/2011,Retirement Income,Large Blend,Low,None,,,5.97
1049,STLAX,Open,1.35,16800.0,400.3,0.75,0.85*,1.14,17,--,Open,High,Amy Whitelaw,2010-05-01 00:00:00,03/01/1994,Retirement Income,Large Blend,High,None,,,5.8
1050,MDEGX,Open,0.85,16800.0,541.7,1.27,1.27,1.27,11,--,Open,Below Average,Teun Draaisma,2014-11-24 00:00:00,11/04/2005,World Stock,Large Growth,Below Average,5.25,5.25,,6.71
1051,BFMSX,Open,2.12,16800.0,5000.0,0.45,0.45*,0.58,269,1.72,Open,Below Average,Scott MacLellan,2012-11-14 00:00:00,07/17/1992,Short-Term Bond,Mid/Limited,Below Average,None,,,4.33
1052,PCBAX,Open,0.93,16800.0,751.9,1.13,1.28,1.28,181,0.00,Open,Low,Sunder Ramkumar,2013-05-31 00:00:00,12/29/1988,Tactical Allocation,Large Blend,Low,5.25,5.25,,8.05
1053,MDRFX,Open,0.37,16800.0,635.8,1.16,1.18,1.18,57,--,Open,Low,John D. Coyle,2009-03-13 00:00:00,02/01/1995,Mid-Cap Value,Mid Value,Low,5.25,5.25,,10.55
1054,BMGAX,Open,0.00,16800.0,391.1,1.39,1.39*,1.55,123,0.00,Open,Above Average,Phil Ruvinsky,2013-03-01 00:00:00,12/27/1996,Mid-Cap Growth,Mid Growth,Above Average,5.25,5.25,,8.06
1055,BAMPX,Open,2.87,16800.0,153.3,1.05,1.05*,1.17,60,0.00,Open,Below Average,Philip J. Green,2007-12-31 00:00:00,12/21/2006,Moderate Allocation,Large Blend,Below Average,5.25,5.25,,5.08
1056,BAICX,Open,4.83,16800.0,10000.0,0.80,0.84*,0.99,146,4.53,Open,Low,Lutz-Peter Wilke,2011-11-28 00:00:00,04/07/2008,Tactical Allocation,Large Blend,Low,5.25,5.25,,5.46
1057,BRRAX,Open,1.90,16800.0,76.5,1.05,1.40*,1.88,140,--,Open,Below Average,Sunder Ramkumar,2014-05-12 00:00:00,12/28/2012,Conservative Allocation,Large Blend,Below Average,5.25,5.25,,0.84
1058,MANLX,Open,3.65,16800.0,4800.0,0.57,0.62,0.68,35,1.94,Open,Average,Theodore R. Jaeckel Jr.,2006-12-06 00:00:00,11/02/1979,Muni National Interm,Mid/Limited,Average,None,,,7.33
1059,MBGRX,Closed,0.05,16800.0,404.5,1.88,1.88,1.88,5,--,Closed,Low,Robert M. Shearer,1997-12-10 00:00:00,08/02/1985,Equity Energy,Large Blend,Low,4.50,,4.50,8.72
1060,MANJX,Open,3.74,16800.0,259.7,0.76,0.75*,0.83,12,2.42,Open,High,Walter O'Connor,2006-12-06 00:00:00,08/31/1990,Muni New Jersey,Mid/Moderate,High,None,,,5.68
1061,MANKX,Open,3.83,16800.0,292.9,0.74,0.65*,0.80,18,2.66,Open,High,Walter O'Connor,2006-12-31 00:00:00,10/25/1988,Muni New York Long,Mid/Moderate,High,None,,,5.55
1062,MAPYX,Open,4.10,16800.0,431.0,0.71,0.71*,0.87,11,2.57,Open,High,Phillip Soccio,2009-09-29 00:00:00,08/31/1990,Muni Pennsylvania,Mid/Moderate,High,None,,,5.9
1063,MAPCX,Open,1.58,16800.0,308.9,0.90,0.90,0.90,121,--,Open,Below Average,Oisin Crawley,2014-10-03 00:00:00,09/23/1976,Diversified Pacific/Asia,Large Blend,Below Average,None,,,11.39
1064,BAREX,Open,1.60,16800.0,36.1,1.30,1.30*,3.80,59,--,Open,Below Average,Sherry L. Rexroad,2012-09-28 00:00:00,09/28/2012,Real Estate,Mid Growth,Below Average,5.25,5.25,,6.11
1065,BRGNX,Open,1.58,16800.0,85.2,0.23,0.16*,0.50,14,--,Open,Low,Alan Mason,2014-02-04 00:00:00,03/31/2011,Large Blend,Large Blend,Low,None,,,14.20
1066,WFSPX,Open,1.74,16800.0,4400.0,0.16,0.05*,0.05,2,--,Open,Low,Alan Mason,2014-02-04 00:00:00,07/02/1993,Large Blend,Large Blend,Low,None,,,9.14
1067,BGSAX,Open,0.00,16800.0,220.9,1.61,1.61*,1.72,99,0.00,Open,High,Tony Kim,2013-06-17 00:00:00,05/15/2000,Technology,Large Growth,High,5.25,5.25,,1.75
1068,BMSAX,Open,4.20,16800.0,227.3,0.95,0.97*,1.18,65,4.07,Open,Low,Carly Wilson,2012-07-02 00:00:00,02/26/2010,Bank Loan,Low/Limited,Low,2.50,2.50,,5.25
1069,BBSOX,Open,0.49,16800.0,25.0,0.10,0.30*,0.88,50,0.58,Open,Low,Eric Hiatt,2013-07-01 00:00:00,11/15/2012,Ultrashort Bond,--,Low,None,,,0.53
1070,MALMX,Open,0.44,16800.0,772.0,0.40,0.40*,0.51,56,0.11,Open,Below Average,Marie Sheehan,2007-07-20 00:00:00,11/02/1979,Muni National Short,High/Limited,Below Average,None,,,4.21
1071,BDSTX,Open,0.01,16800.0,15.0,0.07,0.20*,1.38,33,0.01,Open,Low,Thomas Kolimago,2013-11-27 00:00:00,11/15/2012,Short Government,--,Low,None,,,0.03
1072,PSGIX,Open,0.00,16800.0,812.4,0.82,0.82,0.82,132,0.00,Open,Low,Travis Cooke,2013-05-01 00:00:00,09/14/1993,Small Growth,Small Growth,Low,None,,,9.64
1073,MDSWX,Open,0.00,16800.0,225.7,1.62,1.62*,1.78,152,--,Open,High,Travis Cooke,2013-05-01 00:00:00,10/28/1999,Small Growth,Small Growth,High,5.25,5.25,,7.02
1074,MASKX,Open,1.05,16800.0,132.4,0.29,0.27*,0.36,22,--,Open,Low,Alan Mason,2014-02-04 00:00:00,04/09/1997,Small Blend,Small Blend,Low,None,,,7.91
1075,BASIX,Open,2.08,16800.0,24400.0,0.90,0.93*,1.18,"1,413",1.55,Open,Low,Bob Miller,2011-10-17 00:00:00,02/05/2008,Nontraditional Bond,Low/Limited,Low,4.00,4.00,,4.32
1076,MAMTX,Open,2.73,16800.0,2400.0,0.65,0.66*,0.74,200,2.61,Open,Above Average,James Pruskowski,2014-01-27 00:00:00,10/31/1988,Muni National Interm,Mid/Limited,Above Average,None,,,5.53
1077,BSTAX,Open,3.48,16800.0,28.2,1.25,1.35*,2.10,77,--,Open,Average,Matthew Potts,2013-11-27 00:00:00,12/28/2012,World Allocation,--,Average,5.25,5.25,,-0.78
1078,MFHQX,Open,2.64,16800.0,4400.0,1.45,1.45*,1.80,750,1.84,Open,Above Average,Bob Miller,2011-10-17 00:00:00,12/07/2001,Intermediate-Term Bond,Mid/Moderate,Above Average,1.00,,1.00,3.95
1079,BBUSX,Open,0.35,16800.0,25.0,0.10,0.25*,0.91,129,0.41,Open,Low,Richard Mejzak,2013-07-01 00:00:00,11/15/2012,Ultrashort Bond,--,Low,None,,,0.36
1080,PNIGX,Open,2.08,16800.0,891.5,0.62,0.62*,0.84,948,1.69,Open,Average,Bob Miller,2012-11-14 00:00:00,04/20/1992,Intermediate Government,High/Moderate,Average,None,,,5.18
1081,MSUMX,Open,2.40,16800.0,174.0,0.68,0.68,0.69,"1,809",2.81,Open,High,Matthew Kraeger,2009-08-28 00:00:00,07/29/2005,Short-Term Bond,Mid/Moderate,High,None,,,6.27
1082,BMEAX,Open,0.00,16800.0,1600.0,1.34,1.31*,1.63,66,0.00,Open,Above Average,Ian Jamieson,2013-06-17 00:00:00,05/01/1998,Mid-Cap Growth,Mid Growth,Above Average,5.25,5.25,,13.97
1083,MASPX,Open,0.00,16800.0,831.1,0.97,0.97,0.97,61,--,Open,Below Average,John D. Coyle,2009-03-13 00:00:00,05/05/1978,Small Blend,Small Value,Below Average,None,,,9.89
1084,MAWIX,Open,1.66,16800.0,128.0,0.97,0.97*,1.08,144,0.87,Open,High,Scott Thiel,2011-09-14 00:00:00,09/29/1988,World Bond,Mid/Limited,High,None,,,4.36
1085,MGCSX,Open,1.87,16800.0,171.0,0.00,0.00*,1.08,81,--,Open,Low,John D. Coyle,2005-08-02 00:00:00,08/02/2005,World Stock,Small Blend,Low,None,,,9.48
1086,MMCVX,Open,1.43,16800.0,170.4,0.00,0.00*,0.81,61,--,Open,Low,John D. Coyle,2009-03-18 00:00:00,08/02/2005,Mid-Cap Value,Mid Value,Low,None,,,9.67
1087,CPASX,Open,1.21,16800.0,769.9,1.48,1.50*,1.69,246,--,Open,Below Average,Ari Levine,2014-05-29 00:00:00,04/25/2012,Multialternative,Large Blend,Below Average,None,,,4.75
1088,CMCPX,Open,1.98,16800.0,4500.0,0.80,0.79,0.79,207,--,Open,Above Average,Jerome D. Conner,2013-05-01 00:00:00,04/20/2012,Intermediate-Term Bond,Mid/Moderate,Above Average,None,,,2.87
1089,CSCEX,Open,0.00,16800.0,672.2,1.34,1.35*,1.63,73,--,Open,Above Average,Joseph F. Monahan,2014-01-01 00:00:00,04/23/2012,Small Growth,Small Growth,Above Average,None,,,14.96
1090,CSLGX,Open,0.00,16800.0,1800.0,1.19,1.19,1.19,64,--,Open,Above Average,Todd D. Herget,2012-04-20 00:00:00,04/20/2012,Large Growth,Large Growth,Above Average,None,,,16.56
1091,CDEIX,Open,1.87,16800.0,1800.0,1.08,1.13*,1.20,99,--,Open,Above Average,Bhanu P. Singh,2014-10-01 00:00:00,04/20/2012,Large Value,Large Value,Above Average,None,,,16.76
1092,CMGUX,Open,0.38,16800.0,1700.0,0.25,0.25*,0.26,68,0.26,Open,Low,Leonard A. Aplet,2012-09-03 00:00:00,03/05/2004,Ultrashort Bond,Mid/Limited,Low,None,,,1.82
1093,RARAX,Open,0.00,16800.0,49.1,1.48,1.66*,1.68,0,--,Open,High,Nicholas Pifer,2006-06-15 00:00:00,06/15/2006,Currency,--,High,3.00,3.00,,1.01
1094,CMMAX,Open,3.00,16800.0,73.3,1.51,1.68*,2.52,15,0.75,Open,Above Average,Henry Stipp,2013-06-30 00:00:00,04/07/2011,Nontraditional Bond,Mid/Limited,Above Average,5.75,5.75,,-0.67
1095,CEMAX,Open,0.44,16800.0,100.0,1.68,1.53*,1.96,142,--,Open,Below Average,Todd A. White,2011-03-31 00:00:00,03/31/2011,Multialternative,Large Growth,Below Average,5.75,5.75,,-2.21
1096,CMSAX,Open,0.60,16800.0,19.6,1.58,1.29*,1.83,88,--,Open,Below Average,Jeffrey L. Knight,2013-02-11 00:00:00,03/31/2011,Multialternative,Large Growth,Below Average,3.00,3.00,,-1.28
1097,CAGAX,Limited,0.67,16800.0,510.3,1.76,1.81,1.81,36,--,Limited,Above Average,Louis J. Mendes,2011-08-19 00:00:00,08/19/2011,Diversified Emerging Mkts,Mid Growth,Above Average,5.75,5.75,,7.45
1098,CAEAX,Open,0.16,16800.0,37.3,1.74,1.76*,3.66,42,--,Open,High,Stephen Kusmierczak,2011-08-19 00:00:00,08/19/2011,Europe Stock,Mid Blend,High,5.75,5.75,,11.30
1099,ACFFX,Open,1.62,16800.0,286.8,1.19,1.21,1.21,72,--,Open,Low,Christopher J. Olson,2001-09-30 00:00:00,11/23/1998,Foreign Small/Mid Growth,Large Blend,Low,None,,,9.53
1100,ACINX,Open,1.52,16800.0,8000.0,0.93,0.94,0.94,45,--,Open,Low,Louis J. Mendes,2003-05-01 00:00:00,09/23/1992,Foreign Small/Mid Growth,Mid Growth,Low,None,,,11.14
